,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUFF_REVEAL,-1.3206937067811464,0.0,0.0,-26.363098293797048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.821568889225034,0.0,0.0,35.37496447386968,0.0
CURVATURE_ZERO,-9.861452131215689,0.0,0.0,50.26785377706237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.283417988695426,0.0,0.0,-92.21060644819524,0.0
DIVERGENCE_MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMERGENCE_SEEKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE12_ANCHOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE15_ANCHOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE17_ANCHOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2047_PURIST,-5.639664420991274,0.0,0.0,31.644899698079257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.104893072369467,0.0,0.0,-56.91219145008235,0.0
H954_CORRIDOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONODROME_PURIST,-6.540803260977118,0.0,0.0,35.0126241617589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.975500717470666,0.0,0.0,-63.570825421881935,0.0
Q4_BALANCER,-1.9521915303431312,0.0,0.0,10.95400374164282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72861683274327,0.0,0.0,-19.700373963490044,0.0
ROBUST_REVEAL,-6.641297740477146,0.0,0.0,30.51045923060718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61583454244972,0.0,0.0,-57.279562052626964,0.0
SIGMA_MIN,-6.313278950246921,0.0,0.0,26.981218375474654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36101677434219,0.0,0.0,-51.53425686222905,0.0
SPREAD_CONTROL,-3.4317574904306465,0.0,0.0,17.567358943586978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.481777613472095,0.0,0.0,-32.19615577632368,0.0
STOCHASTIC_CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
