,001,010,011,100,101,110,111
BASIN_SWITCHER,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUFF_REVEAL,0.8841145833333334,0.044921875,0.044921875,0.00651041666666665,0.00651041666666665,0.00651041666666665,0.00651041666666665
CURVATURE_ZERO,0.80859375,0.09375,0.09375,0.0009765625,0.0009765625,0.0009765625,0.0009765625
DIVERGENCE_MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EMERGENCE_SEEKER,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE12_ANCHOR,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE15_ANCHOR,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE17_ANCHOR,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H2047_PURIST,0.8984375,0.05078125,0.05078125,0.0,0.0,0.0,0.0
H954_CORRIDOR,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MONODROME_PURIST,0.8776041666666666,0.060546875,0.060546875,0.000325520833333325,0.000325520833333325,0.000325520833333325,0.000325520833333325
Q4_BALANCER,0.96484375,0.017578125,0.017578125,0.0,0.0,0.0,0.0
ROBUST_REVEAL,0.8619791666666666,0.06640625,0.06640625,0.001302083333333325,0.001302083333333325,0.001302083333333325,0.001302083333333325
SIGMA_MIN,0.86328125,0.06510416666666664,0.06510416666666664,0.00162760416666665,0.00162760416666665,0.00162760416666665,0.00162760416666665
SPREAD_CONTROL,0.93359375,0.0325520833333333,0.0325520833333333,0.000325520833333325,0.000325520833333325,0.000325520833333325,0.000325520833333325
STOCHASTIC_CONTROL,1.0,0.0,0.0,0.0,0.0,0.0,0.0
