,001,010,011,100,101,110,111
BLUFF_ENGINE,0.7604166666666666,0.11328125,0.11328125,0.003255208333333325,0.003255208333333325,0.003255208333333325,0.003255208333333325
CURVATURE_INJECTOR,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DIVERGENCE_TAX,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EXTRACTOR_LURE,0.8203125,0.08984375,0.08984375,0.0,0.0,0.0,0.0
FACE12_DENIAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE15_DENIAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FACE17_DENIAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMOLOGY_PUNCTURE,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H_MASK_SPLIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KERNEL_DRIP,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KERNEL_SPIKE,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MONODROME_CONTAMINATOR,0.7317708333333334,0.13151041666666666,0.13151041666666666,0.001302083333333325,0.001302083333333325,0.001302083333333325,0.001302083333333325
NONE,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OMEGA_LOCK,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_JABBER,0.7799479166666666,0.0970052083333333,0.0970052083333333,0.00651041666666665,0.00651041666666665,0.00651041666666665,0.00651041666666665
RANK4_TAX,1.0,0.0,0.0,0.0,0.0,0.0,0.0
