operator_id,null_point,operator_kind,left_basis,right_basis,coefficient,energy_fraction_in_C
R_full,001,raw,u0_scalar,u0_scalar,253797.4231717833,0.3500333834762832
R_full,001,raw,u0_scalar,uV_BS_vs_V,194663.6120629161,0.20592288045466647
R_full,001,raw,u0_scalar,uBS_B_minus_S,4.3655745685100555e-10,1.0356615929000267e-30
R_full,001,raw,uV_BS_vs_V,u0_scalar,226936.25840551697,0.27986128871170846
R_full,001,raw,uV_BS_vs_V,uV_BS_vs_V,173818.43602047663,0.16418244735734236
R_full,001,raw,uV_BS_vs_V,uBS_B_minus_S,3.7834979593753815e-10,7.778969297782423e-31
R_full,001,raw,uBS_B_minus_S,u0_scalar,2.1318938642342627e-10,2.4698251494107185e-31
R_full,001,raw,uBS_B_minus_S,uV_BS_vs_V,1.6188665053254618e-10,1.4241545584774562e-31
R_full,001,raw,uBS_B_minus_S,uBS_B_minus_S,2.0579515874459962e-11,2.3014702064445004e-33
R_full,001,normalized,u0_scalar,u0_scalar,6056.371309965036,0.3445140528134552
R_full,001,normalized,u0_scalar,uV_BS_vs_V,4535.700318023071,0.19322826709919594
R_full,001,normalized,u0_scalar,uBS_B_minus_S,1.0459189070388675e-11,1.0274908953294923e-30
R_full,001,normalized,uV_BS_vs_V,u0_scalar,5615.726166836837,0.2962059648885829
R_full,001,normalized,uV_BS_vs_V,uV_BS_vs_V,4204.658279407944,0.1660517151987665
R_full,001,normalized,uV_BS_vs_V,uBS_B_minus_S,1.000444171950221e-11,9.400861877872859e-31
R_full,001,normalized,uBS_B_minus_S,u0_scalar,-5.923750654160782e-12,3.295911137618019e-31
R_full,001,normalized,uBS_B_minus_S,uV_BS_vs_V,-4.43238965764282e-12,1.8452610739856648e-31
R_full,001,normalized,uBS_B_minus_S,uBS_B_minus_S,-3.215549355384373e-13,9.71163417135627e-34
R_full,010,raw,u0_scalar,u0_scalar,281472.4669784187,0.3766115230281031
R_full,010,raw,u0_scalar,uV_BS_vs_V,208429.31686941063,0.20650918608126048
R_full,010,raw,u0_scalar,uBS_B_minus_S,1.775333657860756e-09,1.4982412095797039e-29
R_full,010,raw,uV_BS_vs_V,u0_scalar,237612.22275105224,0.26838566689016097
R_full,010,raw,uV_BS_vs_V,uV_BS_vs_V,176743.32494679216,0.14849362400047608
R_full,010,raw,uV_BS_vs_V,uBS_B_minus_S,1.5425030142068863e-09,1.1310291743373793e-29
R_full,010,raw,uBS_B_minus_S,u0_scalar,6.2990637426980825e-09,1.8861393298733916e-28
R_full,010,raw,uBS_B_minus_S,uV_BS_vs_V,4.672434886012755e-09,1.0377871298760806e-28
R_full,010,raw,uBS_B_minus_S,uBS_B_minus_S,2.0579515874460143e-11,2.0132238774250578e-33
R_full,010,normalized,u0_scalar,u0_scalar,241304.70141719305,0.3791318238593174
R_full,010,normalized,u0_scalar,uV_BS_vs_V,178566.79570614125,0.20761564843076455
R_full,010,normalized,u0_scalar,uBS_B_minus_S,-3.7834979593753815e-10,9.32063886529508e-31
R_full,010,normalized,uV_BS_vs_V,u0_scalar,202368.4237190137,0.2666515858742597
R_full,010,normalized,uV_BS_vs_V,uV_BS_vs_V,150051.05167828363,0.14660094183565892
R_full,010,normalized,uV_BS_vs_V,uBS_B_minus_S,-3.346940502524376e-10,7.293813549912866e-31
R_full,010,normalized,uBS_B_minus_S,u0_scalar,7.445875614493066e-10,3.609858901508104e-30
R_full,010,normalized,uBS_B_minus_S,uV_BS_vs_V,5.510086912621526e-10,1.9768584412877227e-30
R_full,010,normalized,uBS_B_minus_S,uBS_B_minus_S,2.057951587446004e-11,2.7575854631050697e-33
R_full,011,raw,u0_scalar,u0_scalar,281472.4669784185,0.37661152302810325
R_full,011,raw,u0_scalar,uV_BS_vs_V,208429.3168694104,0.20650918608126037
R_full,011,raw,u0_scalar,uBS_B_minus_S,1.5133991837501526e-09,1.0887514729114556e-29
R_full,011,raw,uV_BS_vs_V,u0_scalar,237612.222751052,0.2683856668901609
R_full,011,raw,uV_BS_vs_V,uV_BS_vs_V,176743.3249467919,0.1484936240004759
R_full,011,raw,uV_BS_vs_V,uBS_B_minus_S,1.280568540096283e-09,7.795202853389711e-30
R_full,011,raw,uBS_B_minus_S,u0_scalar,7.655389321840225e-09,2.7858410199349747e-28
R_full,011,raw,uBS_B_minus_S,uV_BS_vs_V,5.677171758354658e-09,1.5320954826898462e-28
R_full,011,raw,uBS_B_minus_S,uBS_B_minus_S,2.0579515874460143e-11,2.0132238774250616e-33
R_full,011,normalized,u0_scalar,u0_scalar,241304.70141719258,0.37913182385931765
R_full,011,normalized,u0_scalar,uV_BS_vs_V,178566.79570614095,0.2076156484307648
R_full,011,normalized,u0_scalar,uBS_B_minus_S,-4.94765117764473e-10,1.5938843976747282e-30
R_full,011,normalized,uV_BS_vs_V,u0_scalar,202368.42371901314,0.2666515858742594
R_full,011,normalized,uV_BS_vs_V,uV_BS_vs_V,150051.05167828326,0.14660094183565883
R_full,011,normalized,uV_BS_vs_V,uBS_B_minus_S,-4.220055416226387e-10,1.1595646872356801e-30
R_full,011,normalized,uBS_B_minus_S,u0_scalar,1.1914451177210697e-09,9.24286813308403e-30
R_full,011,normalized,uBS_B_minus_S,uV_BS_vs_V,8.814653861565702e-10,5.059052646309483e-30
R_full,011,normalized,uBS_B_minus_S,uBS_B_minus_S,0.0,0.0
R_full,100,raw,u0_scalar,u0_scalar,281472.4669784259,0.9981372034506336
R_full,100,raw,u0_scalar,uV_BS_vs_V,-3389.846640539923,0.00014476997715069865
R_full,100,raw,u0_scalar,uBS_B_minus_S,1.4551915228366852e-11,2.6678334677282353e-33
R_full,100,raw,uV_BS_vs_V,u0_scalar,-11677.586531540237,0.0017180056686525633
R_full,100,raw,uV_BS_vs_V,uV_BS_vs_V,40.73342810522081,2.0903563474075638e-08
R_full,100,raw,uV_BS_vs_V,uBS_B_minus_S,-4.547473508864641e-12,2.605306120828355e-34
R_full,100,raw,uBS_B_minus_S,u0_scalar,5.082939065464941e-10,3.2549791500840916e-30
R_full,100,raw,uBS_B_minus_S,uV_BS_vs_V,2.970397257477912e-12,1.1115972782200988e-34
R_full,100,raw,uBS_B_minus_S,uBS_B_minus_S,-5.144878968614984e-12,3.334791834660281e-34
R_full,100,normalized,u0_scalar,u0_scalar,279014.2411572634,0.9981003978265608
R_full,100,normalized,u0_scalar,uV_BS_vs_V,-3329.7521820829134,0.00014214949193285954
R_full,100,normalized,u0_scalar,uBS_B_minus_S,2.4301698431372643e-09,7.571723423677956e-29
R_full,100,normalized,uV_BS_vs_V,u0_scalar,-11707.88720901058,0.001757432069749964
R_full,100,normalized,uV_BS_vs_V,uV_BS_vs_V,40.09560423164703,2.0611756942974415e-08
R_full,100,normalized,uV_BS_vs_V,uBS_B_minus_S,-1.0277290130034089e-10,1.3541872523237182e-31
R_full,100,normalized,uBS_B_minus_S,u0_scalar,-8.569583217808662e-10,9.415445814950395e-30
R_full,100,normalized,uBS_B_minus_S,uV_BS_vs_V,1.782238354486747e-11,4.072424660445674e-33
R_full,100,normalized,uBS_B_minus_S,uBS_B_minus_S,2.0579515874459988e-11,5.4298995472609015e-33
R_full,101,raw,u0_scalar,u0_scalar,281472.46697842557,0.9981372034506338
R_full,101,raw,u0_scalar,uV_BS_vs_V,1694.9233202704781,3.619249428769683e-05
R_full,101,raw,u0_scalar,uBS_B_minus_S,2935.6933056405396,0.0001085774828629969
R_full,101,raw,uV_BS_vs_V,u0_scalar,5838.793265770555,0.0004295014171632062
R_full,101,raw,uV_BS_vs_V,uV_BS_vs_V,10.183357026317935,1.3064727171329978e-09
R_full,101,raw,uV_BS_vs_V,uBS_B_minus_S,17.638091761175474,3.919418151389791e-09
R_full,101,raw,uBS_B_minus_S,u0_scalar,10113.086591204985,0.0012885042514894588
R_full,101,raw,uBS_B_minus_S,uV_BS_vs_V,17.63809176119821,3.919418151399897e-09
R_full,101,raw,uBS_B_minus_S,uBS_B_minus_S,30.550071078914698,1.1758254454166877e-08
R_full,101,normalized,u0_scalar,u0_scalar,279014.24115726433,0.9981003978265606
R_full,101,normalized,u0_scalar,uV_BS_vs_V,1664.876091041573,3.5537372983219616e-05
R_full,101,normalized,u0_scalar,uBS_B_minus_S,2883.6499779901933,0.00010661211894962341
R_full,101,normalized,uV_BS_vs_V,u0_scalar,5853.94360450539,0.000439358017437503
R_full,101,normalized,uV_BS_vs_V,uV_BS_vs_V,10.023901057902776,1.2882348089335838e-09
R_full,101,normalized,uV_BS_vs_V,uBS_B_minus_S,17.361905922351525,3.864704426809877e-09
R_full,101,normalized,uBS_B_minus_S,u0_scalar,10139.327747646113,0.0013180740523124801
R_full,101,normalized,uBS_B_minus_S,uV_BS_vs_V,17.36190592234334,3.864704426806233e-09
R_full,101,normalized,uBS_B_minus_S,uBS_B_minus_S,30.07170317372038,1.1594113280411547e-08
R_full,110,raw,u0_scalar,u0_scalar,281472.4669784256,0.9981372034506334
R_full,110,raw,u0_scalar,uV_BS_vs_V,-3389.846640539792,0.00014476997715068775
R_full,110,raw,u0_scalar,uBS_B_minus_S,-8.614733815193176e-09,9.349795884339102e-28
R_full,110,raw,uV_BS_vs_V,u0_scalar,-11677.586531540623,0.00171800566865268
R_full,110,raw,uV_BS_vs_V,uV_BS_vs_V,40.73342810522354,2.0903563474078477e-08
R_full,110,raw,uV_BS_vs_V,uBS_B_minus_S,3.4924596548080444e-10,1.5366720774114665e-30
R_full,110,raw,uBS_B_minus_S,u0_scalar,-6.553210695971329e-10,5.410366272552873e-30
R_full,110,raw,uBS_B_minus_S,uV_BS_vs_V,-8.911191772433735e-12,1.0004375503980909e-33
R_full,110,raw,uBS_B_minus_S,uBS_B_minus_S,5.144878968614984e-12,3.3347918346602873e-34
R_full,110,normalized,u0_scalar,u0_scalar,279014.241157265,0.9981003978265603
R_full,110,normalized,u0_scalar,uV_BS_vs_V,-3329.7521820828188,0.0001421494919328498
R_full,110,normalized,u0_scalar,uBS_B_minus_S,-1.7316779121756554e-09,3.844640374438033e-29
R_full,110,normalized,uV_BS_vs_V,u0_scalar,-11707.887209010734,0.0017574320697499905
R_full,110,normalized,uV_BS_vs_V,uV_BS_vs_V,40.09560423161656,2.0611756942942853e-08
R_full,110,normalized,uV_BS_vs_V,uBS_B_minus_S,6.184563972055912e-11,4.90387802861994e-32
R_full,110,normalized,uBS_B_minus_S,u0_scalar,1.0434727800508195e-08,1.395994594203477e-27
R_full,110,normalized,uBS_B_minus_S,uV_BS_vs_V,-1.2475668481407245e-10,1.995488083618362e-31
R_full,110,normalized,uBS_B_minus_S,uBS_B_minus_S,-1.0289757937230071e-11,1.3574748868152302e-33
R_full,111,raw,u0_scalar,u0_scalar,281472.46697842516,0.9981372034506334
R_full,111,raw,u0_scalar,uV_BS_vs_V,1694.923320263828,3.619249428741291e-05
R_full,111,raw,u0_scalar,uBS_B_minus_S,-2935.693305644294,0.00010857748286327489
R_full,111,raw,uV_BS_vs_V,u0_scalar,5838.793265767618,0.00042950141716277524
R_full,111,raw,uV_BS_vs_V,uV_BS_vs_V,10.18335702616605,1.306472717094029e-09
R_full,111,raw,uV_BS_vs_V,uBS_B_minus_S,-17.6380917612114,3.919418151405767e-09
R_full,111,raw,uBS_B_minus_S,u0_scalar,-10113.086591206647,0.0012885042514898858
R_full,111,raw,uBS_B_minus_S,uV_BS_vs_V,-17.63809176097493,3.919418151300674e-09
R_full,111,raw,uBS_B_minus_S,uBS_B_minus_S,30.55007107905385,1.1758254454274022e-08
R_full,111,normalized,u0_scalar,u0_scalar,279014.24115726457,0.9981003978265608
R_full,111,normalized,u0_scalar,uV_BS_vs_V,1664.876091036298,3.553737298299436e-05
R_full,111,normalized,u0_scalar,uBS_B_minus_S,-2883.64997799338,0.00010661211894985889
R_full,111,normalized,uV_BS_vs_V,u0_scalar,5853.9436045120865,0.0004393580174385076
R_full,111,normalized,uV_BS_vs_V,uV_BS_vs_V,10.023901057834337,1.2882348089159907e-09
R_full,111,normalized,uV_BS_vs_V,uBS_B_minus_S,-17.36190592246976,3.864704426862508e-09
