screen_id,trace_domain,relation_alpha,trace_mod_1000003,trace_signed
signed_turn_screen_0,homogeneous_sectors,0,0,0
signed_turn_screen_0,homogeneous_sectors,1,0,0
signed_turn_screen_0,homogeneous_sectors,2,0,0
signed_turn_screen_0,homogeneous_sectors,3,0,0
signed_turn_screen_0,homogeneous_sectors,4,0,0
signed_turn_screen_0,homogeneous_sectors,5,0,0
signed_turn_screen_0,homogeneous_sectors,6,0,0
signed_turn_screen_0,homogeneous_sectors,7,0,0
signed_turn_screen_0,homogeneous_sectors,8,0,0
signed_turn_screen_0,homogeneous_sectors,9,0,0
signed_turn_screen_0,homogeneous_sectors,10,0,0
signed_turn_screen_0,homogeneous_sectors,11,0,0
signed_turn_screen_0,homogeneous_sectors,12,0,0
signed_turn_screen_0,homogeneous_sectors,13,0,0
signed_turn_screen_0,homogeneous_sectors,14,0,0
signed_turn_screen_0,homogeneous_sectors,15,0,0
signed_turn_screen_0,homogeneous_sectors,16,0,0
signed_turn_screen_0,homogeneous_sectors,17,0,0
signed_turn_screen_0,homogeneous_sectors,18,0,0
signed_turn_screen_0,homogeneous_sectors,19,0,0
signed_turn_screen_0,homogeneous_sectors,20,0,0
signed_turn_screen_0,homogeneous_sectors,21,0,0
signed_turn_screen_0,homogeneous_sectors,22,0,0
signed_turn_screen_0,homogeneous_sectors,23,0,0
signed_turn_screen_0,homogeneous_sectors,24,0,0
signed_turn_screen_0,homogeneous_sectors,25,0,0
signed_turn_screen_0,homogeneous_sectors,26,0,0
signed_turn_screen_0,homogeneous_sectors,27,0,0
signed_turn_screen_0,homogeneous_sectors,28,0,0
signed_turn_screen_0,homogeneous_sectors,29,0,0
signed_turn_screen_0,homogeneous_sectors,30,0,0
signed_turn_screen_0,homogeneous_sectors,31,0,0
signed_turn_screen_0,homogeneous_sectors,32,0,0
signed_turn_screen_0,homogeneous_sectors,33,0,0
signed_turn_screen_0,homogeneous_sectors,34,0,0
signed_turn_screen_0,homogeneous_sectors,35,0,0
signed_turn_screen_0,homogeneous_sectors,36,0,0
signed_turn_screen_0,homogeneous_sectors,37,0,0
signed_turn_screen_0,homogeneous_sectors,38,0,0
signed_turn_screen_0,homogeneous_sectors,39,0,0
signed_turn_screen_0,homogeneous_sectors,40,0,0
signed_turn_screen_0,homogeneous_sectors,41,0,0
signed_turn_screen_0,homogeneous_sectors,42,0,0
signed_turn_screen_0,homogeneous_sectors,43,0,0
signed_turn_screen_0,homogeneous_sectors,44,0,0
signed_turn_screen_0,homogeneous_sectors,45,0,0
signed_turn_screen_0,homogeneous_sectors,46,0,0
signed_turn_screen_0,homogeneous_sectors,47,0,0
signed_turn_screen_0,homogeneous_sectors,48,0,0
signed_turn_screen_0,homogeneous_sectors,49,0,0
signed_turn_screen_0,homogeneous_sectors,50,0,0
signed_turn_screen_0,homogeneous_sectors,51,0,0
signed_turn_screen_0,homogeneous_sectors,52,0,0
signed_turn_screen_0,homogeneous_sectors,53,0,0
signed_turn_screen_0,homogeneous_sectors,54,0,0
signed_turn_screen_0,homogeneous_sectors,55,0,0
signed_turn_screen_0,homogeneous_sectors,56,0,0
signed_turn_screen_0,homogeneous_sectors,57,0,0
signed_turn_screen_0,homogeneous_sectors,58,0,0
signed_turn_screen_0,homogeneous_sectors,59,0,0
signed_turn_screen_0,homogeneous_sectors,60,0,0
signed_turn_screen_0,homogeneous_sectors,61,0,0
signed_turn_screen_0,homogeneous_sectors,62,0,0
signed_turn_screen_0,homogeneous_sectors,63,0,0
signed_turn_screen_0,homogeneous_sectors,64,0,0
signed_turn_screen_0,homogeneous_sectors,65,0,0
signed_turn_screen_0,homogeneous_sectors,66,0,0
signed_turn_screen_0,homogeneous_sectors,67,0,0
signed_turn_screen_0,homogeneous_sectors,68,0,0
signed_turn_screen_0,homogeneous_sectors,69,0,0
signed_turn_screen_0,homogeneous_sectors,70,0,0
signed_turn_screen_0,homogeneous_sectors,71,0,0
signed_turn_screen_0,homogeneous_sectors,72,0,0
signed_turn_screen_0,homogeneous_sectors,73,0,0
signed_turn_screen_0,homogeneous_sectors,74,0,0
signed_turn_screen_0,homogeneous_sectors,75,0,0
signed_turn_screen_0,homogeneous_sectors,76,0,0
signed_turn_screen_0,homogeneous_sectors,77,0,0
signed_turn_screen_0,homogeneous_sectors,78,0,0
signed_turn_screen_0,homogeneous_sectors,79,0,0
signed_turn_screen_0,homogeneous_sectors,80,0,0
signed_turn_screen_0,homogeneous_sectors,81,0,0
signed_turn_screen_0,homogeneous_sectors,82,0,0
signed_turn_screen_0,homogeneous_sectors,83,0,0
signed_turn_screen_0,homogeneous_sectors,84,0,0
signed_turn_screen_0,homogeneous_sectors,85,0,0
signed_turn_screen_0,homogeneous_sectors,86,0,0
signed_turn_screen_0,homogeneous_sectors,87,0,0
signed_turn_screen_0,homogeneous_sectors,88,0,0
signed_turn_screen_0,homogeneous_sectors,89,0,0
signed_turn_screen_0,homogeneous_sectors,90,0,0
signed_turn_screen_0,homogeneous_sectors,91,0,0
signed_turn_screen_0,homogeneous_sectors,92,0,0
signed_turn_screen_0,homogeneous_sectors,93,0,0
signed_turn_screen_0,homogeneous_sectors,94,0,0
signed_turn_screen_0,homogeneous_sectors,95,0,0
signed_turn_screen_0,homogeneous_sectors,96,0,0
signed_turn_screen_0,homogeneous_sectors,97,0,0
signed_turn_screen_0,homogeneous_sectors,98,0,0
signed_turn_screen_0,homogeneous_sectors,99,0,0
signed_turn_screen_0,homogeneous_sectors,100,0,0
signed_turn_screen_0,homogeneous_sectors,101,0,0
signed_turn_screen_0,homogeneous_sectors,102,0,0
signed_turn_screen_0,homogeneous_sectors,103,0,0
signed_turn_screen_0,homogeneous_sectors,104,0,0
signed_turn_screen_0,homogeneous_sectors,105,0,0
signed_turn_screen_0,homogeneous_sectors,106,0,0
signed_turn_screen_0,homogeneous_sectors,107,0,0
signed_turn_screen_0,homogeneous_sectors,108,0,0
signed_turn_screen_0,homogeneous_sectors,109,0,0
signed_turn_screen_0,homogeneous_sectors,110,0,0
signed_turn_screen_0,homogeneous_sectors,111,0,0
signed_turn_screen_0,homogeneous_sectors,112,0,0
signed_turn_screen_0,homogeneous_sectors,113,0,0
signed_turn_screen_0,homogeneous_sectors,114,0,0
signed_turn_screen_0,homogeneous_sectors,115,0,0
signed_turn_screen_0,homogeneous_sectors,116,0,0
signed_turn_screen_0,homogeneous_sectors,117,0,0
signed_turn_screen_0,homogeneous_sectors,118,0,0
signed_turn_screen_0,homogeneous_sectors,119,0,0
signed_turn_screen_0,homogeneous_sectors,120,0,0
signed_turn_screen_0,homogeneous_sectors,121,0,0
signed_turn_screen_0,homogeneous_sectors,122,0,0
signed_turn_screen_0,homogeneous_sectors,123,0,0
signed_turn_screen_0,homogeneous_sectors,124,0,0
signed_turn_screen_0,homogeneous_sectors,125,0,0
signed_turn_screen_0,homogeneous_sectors,126,0,0
signed_turn_screen_0,homogeneous_sectors,127,0,0
signed_turn_screen_0,homogeneous_sectors,128,0,0
signed_turn_screen_0,homogeneous_sectors,129,0,0
signed_turn_screen_0,homogeneous_sectors,130,0,0
signed_turn_screen_0,homogeneous_sectors,131,0,0
