level2_cell_id,component_id,anchor_edit_radius,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,clear_flag,exact24_six_all_four_flag,anchor_selected_flag,anchor_oversplitter_flag,gate_path_flag
101,1,2,15,2,1,4,3,1,2,5,2,5,2,5,2,1,4,5,-1,16,48,42,27,28,31,27,29,39,45,39,45,39,29,28,34,44,-1,-1,-1,-1,2,215,16,3,4,8,0,0,8,8,0,0,0,0,0,0
102,1,2,15,2,1,4,3,1,2,5,2,5,5,2,1,4,5,2,-1,13,48,42,27,28,31,27,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,215,184,6,28,32,0,0,128,56,0,0,0,0,0,0
103,1,2,15,2,1,4,3,1,2,5,5,2,5,5,2,1,4,5,-1,12,48,42,27,28,31,27,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,215,448,9,28,60,0,180,32,56,180,0,0,0,0,0
104,1,2,11,2,1,4,3,1,2,5,5,1,4,5,-1,-1,-1,-1,-1,11,48,42,27,28,31,27,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,217,28,5,4,8,0,0,16,12,0,0,0,0,0,0
105,1,2,13,2,1,4,3,1,5,2,5,2,1,4,5,2,-1,-1,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,16,4,4,4,1,0,16,0,0,0,0,0,0,0
106,1,2,14,2,1,4,3,1,5,2,2,5,2,1,4,5,2,-1,-1,12,48,42,27,28,31,32,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,6,8,12,0,0,32,24,0,0,0,0,0,0
107,1,2,15,2,1,4,3,1,5,2,1,5,2,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,8,2,4,4,1,0,0,8,0,0,0,0,0,0
108,1,2,15,2,1,4,3,1,5,2,2,5,2,5,2,1,4,5,-1,14,48,42,27,28,31,32,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,28,3,8,12,0,0,12,16,0,0,0,0,0,0
109,1,2,15,2,1,4,3,1,5,2,2,5,5,2,1,4,5,2,-1,13,48,42,27,28,31,32,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,304,6,48,52,0,0,208,96,0,0,0,0,0,0
110,1,2,15,2,1,4,3,1,5,2,5,2,1,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,8,2,4,4,1,0,0,8,0,0,0,0,0,0
111,1,2,15,2,1,4,3,1,5,2,5,2,2,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,28,3,8,12,0,0,12,16,0,0,0,0,0,0
112,1,2,15,2,1,4,3,1,5,2,5,2,5,2,1,4,5,2,-1,15,48,42,27,28,31,32,29,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,217,16,4,4,4,1,0,16,0,0,0,0,0,0,0
113,1,2,15,2,1,4,3,1,5,2,5,2,5,5,2,1,4,5,-1,14,48,42,27,28,31,32,29,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,217,28,7,4,4,1,12,4,0,12,0,0,0,0,0
114,1,2,15,2,1,4,3,1,5,2,5,5,2,1,4,5,2,2,-1,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,168,12,8,20,0,0,0,48,0,0,0,0,0,0
115,1,2,15,2,1,4,3,1,5,2,5,5,2,1,4,5,2,5,-1,12,48,42,27,28,31,32,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,217,56,4,8,20,0,0,0,16,0,0,0,0,0,0
116,1,2,15,2,1,4,3,1,5,2,5,5,2,5,2,1,4,5,-1,13,48,42,27,28,31,32,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,217,28,3,8,12,0,0,12,16,0,0,0,0,0,0
117,1,2,13,2,1,4,3,1,5,5,2,1,4,5,2,2,-1,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,168,12,8,20,0,0,0,48,0,0,0,0,0,0
118,1,2,13,2,1,4,3,1,5,5,2,1,4,5,2,5,-1,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,56,4,8,20,0,0,0,16,0,0,0,0,0,0
119,1,2,13,2,1,4,3,1,5,5,2,5,2,1,4,5,-1,-1,-1,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,28,3,8,12,0,0,12,16,0,0,0,0,0,0
120,1,2,14,2,1,4,3,1,5,5,2,1,5,2,1,4,5,-1,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,40,2,20,20,0,0,0,40,0,0,0,0,0,0
121,1,2,14,2,1,4,3,1,5,5,2,2,5,2,1,4,5,-1,-1,13,48,42,27,28,31,32,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,152,3,48,52,0,0,48,104,0,0,0,0,0,0
122,1,2,15,2,1,4,3,1,5,2,1,5,5,2,1,4,5,2,-1,13,48,42,27,28,31,32,29,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,219,56,6,8,12,0,0,32,24,0,0,0,0,0,0
123,1,2,15,2,1,4,3,1,5,5,2,2,5,5,2,1,4,5,-1,14,48,42,27,28,31,32,35,45,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,219,748,9,48,100,0,300,52,96,300,0,0,0,0,0
124,1,2,15,2,1,4,3,1,5,5,2,5,2,5,2,1,4,5,-1,15,48,42,27,28,31,32,35,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,2,219,28,3,8,12,0,0,12,16,0,0,0,0,0,0
125,1,2,15,2,1,4,3,1,5,5,2,5,5,2,1,4,5,2,-1,12,48,42,27,28,31,32,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,219,304,6,48,52,0,0,208,96,0,0,0,0,0,0
126,1,2,15,2,1,4,3,1,5,4,1,2,5,5,2,1,4,5,-1,14,48,42,27,28,31,32,34,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,2,221,92,9,4,12,0,36,4,16,36,0,0,0,0,0
127,0,2,13,2,1,3,4,5,1,3,4,5,5,1,4,5,-1,-1,-1,13,48,42,27,31,50,34,32,31,50,54,35,34,44,-1,-1,-1,-1,-1,-1,-1,2,223,16,2,8,8,0,0,0,0,16,0,0,0,0,0
128,0,2,13,2,1,3,4,5,1,4,5,5,1,4,5,2,-1,-1,-1,10,48,42,27,31,50,34,54,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,223,16,4,4,4,1,8,8,0,0,0,0,0,0,0
129,1,2,14,2,1,4,3,1,5,4,1,5,5,2,1,4,5,-1,-1,13,48,42,27,28,31,32,34,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,223,28,7,4,4,1,12,4,0,12,0,0,0,0,0
130,0,2,15,2,1,3,4,5,1,3,4,5,5,2,1,4,5,2,-1,15,48,42,27,31,50,34,32,31,50,54,45,29,28,34,44,-1,-1,-1,-1,-1,2,223,96,6,16,16,0,0,64,32,0,0,0,0,0,0
131,0,2,15,2,1,3,4,5,1,3,4,5,5,2,5,1,4,5,-1,14,48,42,27,31,50,34,32,31,50,54,45,29,34,44,-1,-1,-1,-1,-1,-1,2,223,16,1,16,16,0,0,0,16,0,0,0,0,0,0
132,0,2,15,2,1,3,4,5,1,4,5,5,1,2,5,1,4,5,-1,11,48,42,27,31,50,34,54,35,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,223,8,1,8,8,0,0,0,0,0,0,0,0,0,0
133,0,2,15,2,1,3,4,5,1,4,5,5,2,1,4,5,2,2,-1,12,48,42,27,31,50,34,54,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,223,144,12,8,16,0,0,0,48,0,0,0,0,0,0
134,0,2,15,2,1,3,4,5,1,4,5,5,2,1,4,5,2,5,-1,12,48,42,27,31,50,34,54,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,223,48,4,8,16,0,0,0,16,0,0,0,0,0,0
135,0,2,15,2,1,3,4,5,1,4,5,5,2,2,5,1,4,5,-1,12,48,42,27,31,50,34,54,45,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,223,40,3,8,16,0,0,0,8,0,0,0,0,0,0
136,0,2,15,2,1,3,4,5,1,4,5,5,2,5,1,4,5,2,-1,11,48,42,27,31,50,34,54,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,223,16,2,8,8,0,0,16,0,0,0,0,0,0,0
137,0,2,15,2,1,3,4,5,1,4,5,5,2,5,2,1,4,5,-1,13,48,42,27,31,50,34,54,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,223,24,3,8,8,0,0,8,16,0,0,0,0,0,0
